,Elongation,Elongation_Temperature,Reduction of area,Reduction of area_Temperature,Ultimate tensile strength,Ultimate tensile strength_Temperature,Yield strength,Yield strength_Temperature,Acicular ferrite,Acicular ferrite_Temperature,Ferrite with carbide aggregate,Ferrite with carbide aggregate_Temperature,Ferrite with second phase,Ferrite with second phase_Temperature,Primary ferrite in microstructure,Primary ferrite in microstructure_Temperature,Martensite,Martensite_Temperature,Microstructure,50% FATT,50% FATT_Temperature,Hardness,Hardness_Temperature,Manual metal arc_Current,Manual metal arc_Electrode,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Manual metal arc_Source,Manual metal arc_Voltage,Post weld heat treatment_Post weld heat treatment temperature,Post weld heat treatment_Post weld heat treatment time,Flux cored arc_Current,Flux cored arc_Electrode,Flux cored arc_Heat input,Flux cored arc_Interpass temperature,Flux cored arc_Source,Flux cored arc_Voltage,Submerged arc_Current,Submerged arc_Electrode,Submerged arc_Heat input,Submerged arc_Interpass temperature,Submerged arc_Source,Submerged arc_Voltage,Gas tungsten arc automatic_Current,Gas tungsten arc automatic_Electrode,Gas tungsten arc automatic_Heat input,Gas tungsten arc automatic_Interpass temperature,Gas tungsten arc automatic_Source,Gas tungsten arc automatic_Voltage,Gas metal arc automatic_Current,Gas metal arc automatic_Electrode,Gas metal arc automatic_Heat input,Gas metal arc automatic_Interpass temperature,Gas metal arc automatic_Source,Gas metal arc automatic_Voltage,Tandem submerged Arc_Current,Tandem submerged Arc_Electrode,Tandem submerged Arc_Heat input,Tandem submerged Arc_Interpass temperature,Tandem submerged Arc_Source,Tandem submerged Arc_Voltage,extr,C,Fe,Mn,P,S,Si,Ni,Cu,Cr,Mo,V,W,Co
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.078,98.06700000000001,1.4,0.011000000000000001,0.004,0.44,,,,,,,
87,,,,,,,,,18.0,Room temperature,0.0,Room temperature,38.0,Room temperature,44.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.078,98.06700000000001,1.4,0.011000000000000001,0.004,0.44,,,,,,,
88,26.2,Room temperature,78.9,Room temperature,551.0,Room temperature,466.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.009,1.42,0.006,0.004,0.48,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.009,1.42,0.006,0.004,0.48,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.009,1.42,0.006,0.004,0.48,,,,,,,
91,,,,,,,,,23.0,Room temperature,0.0,Room temperature,39.0,Room temperature,38.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.009,1.42,0.006,0.004,0.48,,,,,,,
92,32.6,Room temperature,80.7,Room temperature,529.0,Room temperature,468.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.255,1.36,0.009000000000000001,0.006999999999999999,0.3,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.255,1.36,0.009000000000000001,0.006999999999999999,0.3,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.255,1.36,0.009000000000000001,0.006999999999999999,0.3,,,,,,,
95,,,,,,,,,73.0,Room temperature,0.0,Room temperature,5.0,Room temperature,22.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.255,1.36,0.009000000000000001,0.006999999999999999,0.3,,,,,,,
96,31.2,Room temperature,80.7,Room temperature,540.0,Room temperature,478.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.165,1.41,0.009000000000000001,0.006,0.33,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.165,1.41,0.009000000000000001,0.006,0.33,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.165,1.41,0.009000000000000001,0.006,0.33,,,,,,,
99,,,,,,,,,67.0,Room temperature,0.0,Room temperature,9.0,Room temperature,24.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.165,1.41,0.009000000000000001,0.006,0.33,,,,,,,
100,31.4,Room temperature,79.8,Room temperature,549.0,Room temperature,485.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.18,1.36,0.009000000000000001,0.005,0.37,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.18,1.36,0.009000000000000001,0.005,0.37,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.18,1.36,0.009000000000000001,0.005,0.37,,,,,,,
103,,,,,,,,,77.0,Room temperature,0.0,Room temperature,3.0,Room temperature,20.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.18,1.36,0.009000000000000001,0.005,0.37,,,,,,,
104,28.2,Room temperature,78.9,Room temperature,564.0,Room temperature,491.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.078,98.159,1.31,0.008,0.005,0.44,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.078,98.159,1.31,0.008,0.005,0.44,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.078,98.159,1.31,0.008,0.005,0.44,,,,,,,
107,,,,,,,,,72.0,Room temperature,0.0,Room temperature,7.0,Room temperature,21.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.078,98.159,1.31,0.008,0.005,0.44,,,,,,,
108,25.2,Room temperature,78.9,Room temperature,560.0,Room temperature,485.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.101,1.3,0.008,0.005,0.51,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.101,1.3,0.008,0.005,0.51,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.101,1.3,0.008,0.005,0.51,,,,,,,
111,,,,,,,,,62.0,Room temperature,0.0,Room temperature,17.0,Room temperature,21.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.076,98.101,1.3,0.008,0.005,0.51,,,,,,,
112,29.2,Room temperature,77.0,Room temperature,570.0,Room temperature,491.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.079,98.019,1.32,0.008,0.004,0.57,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.079,98.019,1.32,0.008,0.004,0.57,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.079,98.019,1.32,0.008,0.004,0.57,,,,,,,
115,,,,,,,,,50.0,Room temperature,0.0,Room temperature,26.0,Room temperature,24.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.079,98.019,1.32,0.008,0.004,0.57,,,,,,,
116,29.4,Room temperature,79.8,Room temperature,547.0,Room temperature,484.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.094,1.5,0.006,0.006,0.32,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.094,1.5,0.006,0.006,0.32,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.094,1.5,0.006,0.006,0.32,,,,,,,
119,32.2,Room temperature,81.6,Room temperature,514.0,Room temperature,442.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.233,1.41,0.006,0.006999999999999999,0.27,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.233,1.41,0.006,0.006999999999999999,0.27,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.233,1.41,0.006,0.006999999999999999,0.27,,,,,,,
122,30.6,Room temperature,81.4,Room temperature,545.0,Room temperature,481.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.165,1.36,0.009000000000000001,0.005,0.39,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.165,1.36,0.009000000000000001,0.005,0.39,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.165,1.36,0.009000000000000001,0.005,0.39,,,,,,,
125,28.0,Room temperature,80.7,Room temperature,540.0,Room temperature,474.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.108,1.36,0.008,0.005,0.45,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.108,1.36,0.008,0.005,0.45,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.108,1.36,0.008,0.005,0.45,,,,,,,
128,27.2,Room temperature,77.0,Room temperature,533.0,Room temperature,466.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.019,1.39,0.008,0.004,0.51,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.019,1.39,0.008,0.004,0.51,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.019,1.39,0.008,0.004,0.51,,,,,,,
131,26.6,Room temperature,78.0,Room temperature,555.0,Room temperature,486.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,97.946,1.4,0.008,0.004,0.57,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,97.946,1.4,0.008,0.004,0.57,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,97.946,1.4,0.008,0.004,0.57,,,,,,,
134,26.6,Room temperature,78.9,Room temperature,555.0,Room temperature,502.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.024,1.54,0.008,0.006999999999999999,0.34,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.024,1.54,0.008,0.006999999999999999,0.34,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.024,1.54,0.008,0.006999999999999999,0.34,,,,,,,
137,,,,,,,,,61.0,Room temperature,0.0,Room temperature,20.0,Room temperature,19.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081,98.024,1.54,0.008,0.006999999999999999,0.34,,,,,,,
138,30.7,Room temperature,78.9,Room temperature,535.0,Room temperature,452.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.354,1.32,0.008,0.006,0.24,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.354,1.32,0.008,0.006,0.24,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.354,1.32,0.008,0.006,0.24,,,,,,,
141,,,,,,,,,53.0,Room temperature,0.0,Room temperature,24.0,Room temperature,23.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.354,1.32,0.008,0.006,0.24,,,,,,,
142,29.2,Room temperature,77.0,Room temperature,522.0,Room temperature,467.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.244,1.33,0.008,0.006,0.34,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.244,1.33,0.008,0.006,0.34,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.244,1.33,0.008,0.006,0.34,,,,,,,
145,,,,,,,,,67.0,Room temperature,0.0,Room temperature,15.0,Room temperature,18.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07200000000000001,98.244,1.33,0.008,0.006,0.34,,,,,,,
146,23.6,Room temperature,77.0,Room temperature,570.0,Room temperature,514.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.146,1.36,0.005,0.005,0.41,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.146,1.36,0.005,0.005,0.41,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.146,1.36,0.005,0.005,0.41,,,,,,,
149,,,,,,,,,68.0,Room temperature,0.0,Room temperature,9.0,Room temperature,23.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.146,1.36,0.005,0.005,0.41,,,,,,,
150,24.0,Room temperature,76.0,Room temperature,580.0,Room temperature,522.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.051,1.41,0.009000000000000001,0.004,0.46,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.051,1.41,0.009000000000000001,0.004,0.46,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.051,1.41,0.009000000000000001,0.004,0.46,,,,,,,
153,,,,,,,,,69.0,Room temperature,0.0,Room temperature,12.0,Room temperature,19.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.051,1.41,0.009000000000000001,0.004,0.46,,,,,,,
154,23.8,Room temperature,71.9,Room temperature,591.0,Room temperature,522.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.152,1.33,0.008,0.004,0.44,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.152,1.33,0.008,0.004,0.44,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.152,1.33,0.008,0.004,0.44,,,,,,,
157,,,,,,,,,64.0,Room temperature,0.0,Room temperature,18.0,Room temperature,18.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,98.152,1.33,0.008,0.004,0.44,,,,,,,
158,26.0,Room temperature,79.8,Room temperature,594.0,Room temperature,535.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.002,1.49,0.005,0.004,0.43,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.002,1.49,0.005,0.004,0.43,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.002,1.49,0.005,0.004,0.43,,,,,,,
161,,,,,,,,,75.0,Room temperature,0.0,Room temperature,10.0,Room temperature,15.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,98.002,1.49,0.005,0.004,0.43,,,,,,,
162,22.0,Room temperature,78.9,Room temperature,583.0,Room temperature,522.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.117,1.44,0.005,0.006999999999999999,0.36,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.117,1.44,0.005,0.006999999999999999,0.36,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.117,1.44,0.005,0.006999999999999999,0.36,,,,,,,
165,,,,,,,,,78.0,Room temperature,0.0,Room temperature,9.0,Room temperature,13.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.117,1.44,0.005,0.006999999999999999,0.36,,,,,,,
166,25.2,Room temperature,78.0,Room temperature,587.0,Room temperature,531.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.107,1.39,0.005,0.006999999999999999,0.42,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.107,1.39,0.005,0.006999999999999999,0.42,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.107,1.39,0.005,0.006999999999999999,0.42,,,,,,,
169,,,,,,,,,76.0,Room temperature,0.0,Room temperature,9.0,Room temperature,15.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,98.107,1.39,0.005,0.006999999999999999,0.42,,,,,,,
170,23.2,Room temperature,77.0,Room temperature,604.0,Room temperature,538.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,97.959,1.44,0.005,0.005,0.52,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,97.959,1.44,0.005,0.005,0.52,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,97.959,1.44,0.005,0.005,0.52,,,,,,,
173,,,,,,,,,59.0,Room temperature,0.0,Room temperature,26.0,Room temperature,15.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.071,97.959,1.44,0.005,0.005,0.52,,,,,,,
174,26.0,Room temperature,77.0,Room temperature,622.0,Room temperature,561.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,97.971,1.41,0.005,0.005,0.54,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,97.971,1.41,0.005,0.005,0.54,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,97.971,1.41,0.005,0.005,0.54,,,,,,,
177,,,,,,,,,78.0,Room temperature,0.0,Room temperature,7.0,Room temperature,15.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,97.971,1.41,0.005,0.005,0.54,,,,,,,
178,22.6,Room temperature,75.0,Room temperature,616.0,Room temperature,547.0,Room temperature,,,,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.067,97.953,1.4,0.005,0.005,0.57,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.067,97.953,1.4,0.005,0.005,0.57,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.067,97.953,1.4,0.005,0.005,0.57,,,,,,,
181,,,,,,,,,82.0,Room temperature,0.0,Room temperature,5.0,Room temperature,13.0,Room temperature,,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.067,97.953,1.4,0.005,0.005,0.57,,,,,,,
182,18.8,Room temperature,65.3,Room temperature,697.0,Room temperature,542.0,Room temperature,,,,,,,,,,,,,,,,180,+,1.0,175.0,DC,34,750,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,88.61,0.98,0.012,0.008,0.18,,,8.9,1.0,0.22,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,88.61,0.98,0.012,0.008,0.18,,,8.9,1.0,0.22,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,88.61,0.98,0.012,0.008,0.18,,,8.9,1.0,0.22,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,88.61,0.98,0.012,0.008,0.18,,,8.9,1.0,0.22,,
186,17.1,Room temperature,59.1,Room temperature,723.0,Room temperature,574.0,Room temperature,,,,,,,,,,,,,,,,180,+,1.0,175.0,DC,34,750,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08800000000000001,88.352,1.03,0.013000000000000001,0.006999999999999999,0.17,,,9.1,1.01,0.23,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08800000000000001,88.352,1.03,0.013000000000000001,0.006999999999999999,0.17,,,9.1,1.01,0.23,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08800000000000001,88.352,1.03,0.013000000000000001,0.006999999999999999,0.17,,,9.1,1.01,0.23,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08800000000000001,88.352,1.03,0.013000000000000001,0.006999999999999999,0.17,,,9.1,1.01,0.23,,
190,16.8,Room temperature,59.8,Room temperature,778.0,Room temperature,642.0,Room temperature,,,,,,,,,,,,,,,,180,+,1.0,175.0,DC,34,750,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.091,88.379,1.04,0.013000000000000001,0.006999999999999999,0.2,,,9.02,1.01,0.24,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.091,88.379,1.04,0.013000000000000001,0.006999999999999999,0.2,,,9.02,1.01,0.24,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.091,88.379,1.04,0.013000000000000001,0.006999999999999999,0.2,,,9.02,1.01,0.24,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.091,88.379,1.04,0.013000000000000001,0.006999999999999999,0.2,,,9.02,1.01,0.24,,
