,Category,Charpy,DIN_W,Elongation,HT_Temp,Hardness_Scale,IE-20,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Redry_Time,Reduction of area,Rp0,Tensile,Ultimate tensile strength,Yield,Yield strength,Ag,Al,B,Be,C,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,P,Rm,S,Si,Sn,Ti,V,W,Zn,Zr
3086,9.0,0.0,1.4551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3087,10.0,0.0,1.4551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,9.0,0.0,1.4351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,4.0,0.0,,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3089,9.0,0.0,1.4028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,13.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.6000000000000001,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,330.0,0.0,,,,,0.145,,0.04,,,,0.625,0.02,,,0.04,0.011,,0.009000000000000001,0.21,,,0.01,,,
3090,9.0,0.0,1.4016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,17.0,0.0,0.0,0.0,0.46,0.03,0.029900000000000003,0.0,0.4,0.023,,0.0026000000000000003,0.4,0.0,0.0,0.0,0.0,0.0,0.0
3091,2.0,0.0,0.0,0.0,750.0,0.0,60.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,8.7,0.0,0.0,0.0,0.6000000000000001,1.0,0.0,0.0,0.18,0.0,700.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
3092,9.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6000000000000001,0.0,0.0,0.0,1.85,0.55,0.0,0.0,2.2,0.015,1025.0,0.015,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3093,9.0,0.0,1.4539,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,20.5,1.6,0.0,0.0,2.05,4.6,0.04,0.0,25.1,0.014,560.0,0.015,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0
3094,9.0,0.0,1.4903,0.0,750.0,3.0,17.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,8.7,0.0,0.0,0.0,0.5,1.0,0.0,0.04,0.6000000000000001,0.008,620.0,0.006,0.25,0.0,0.0,0.2,0.0,0.0,0.0
3095,2.0,0.0,1.4009,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,12.75,0.4,0.0,0.0,0.6000000000000001,0.75,0.0,0.0,0.6000000000000001,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3096,9.0,0.0,2.4858000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,21.5,2.15,22.0,0.0,0.1,3.0,0.0,0.0,42.0,0.0,630.0,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0
3097,10.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,21.5,2.25,28.725,0.0,1.0,3.0,0.0,0.0,42.0,0.0,610.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
3098,9.0,0.0,2.4886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3099,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.45,0.0,0.0,1.4,0.0,0.0,0.0,0.85,0.0,,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,600.0,0.0,,,,,0.2,,0.30000000000000004,,,,1.2,0.5,,,1.0,0.30000000000000004,,0.03,0.6000000000000001,,,,,,
310,0.0,56.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.5,0.0,460.0,0.0,,,,,0.12,,,,,,0.6000000000000001,0.525,,,,0.03,,0.03,0.4,,,,,,
3100,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,12.5,14.5,0.0,0.0,0.0,0.4,2.5,0.0,0.0,0.5,0.0,,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3101,10.0,0.0,2.4806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,20.0,0.5,3.0,0.0,3.0,0.0,0.0,2.5,67.0,0.0,650.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0
3102,10.0,0.0,2.4649,0.0,0.0,2.0,0.88,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,9.58,0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.0,62.14,0.0,0.0,0.0,25.3,0.0,24.0,0.0,0.08,0.0,0.04,0.0,0.0,0.0,2.23
3103,9.0,0.0,2.4831,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,21.25,0.0,0.7000000000000001,0.0,0.5,9.0,0.0,0.0,63.86,0.0,740.0,0.0,0.6000000000000001,0.0,0.4,0.0,0.0,0.0,0.0
3104,10.0,0.0,2.4831,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,22.2,0.0,0.7000000000000001,0.0,0.02,9.0,0.0,0.0,64.228,0.0,750.0,0.0,0.02,0.0,0.162,0.0,0.0,0.0,0.0
3105,9.0,0.0,0.0,0.0,740.0,0.0,100.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.075,0.0,2.3,0.0,0.0,0.0,0.8,1.0,0.0,0.035,0.0,0.0,620.0,0.0,0.06,0.0,0.0,0.15,0.0,0.0,0.0
3106,2.0,0.0,1.4351,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,13.0,0.0,0.0,0.0,0.7000000000000001,0.5,0.0,0.0,4.7,0.0,,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
3107,10.0,0.0,1.033,0.0,0.0,3.0,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3108,9.0,0.0,0.0,0.0,760.0,0.0,47.0,0.0,0.0,24.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.0,11.45,0.0,0.0,0.0,0.775,0.8775000000000001,0.0,0.0,0.525,0.0,650.0,0.0,0.275,0.0,0.0,0.30000000000000004,0.5,0.0,0.0
3109,9.0,0.0,1.482,0.0,0.0,0.0,40.0,0.0,0.0,24.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.02,750.0,0.008,0.8,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3110,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,4.0,0.0,0.0,0.0,1.4,0.5,0.0,0.1,0.0,0.0,,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3111,9.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,24.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,13.0,0.0,0.0,0.0,0.6000000000000001,1.1,0.0,0.0,4.0,0.0,39.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3112,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,13.5,0.0,0.0,0.0,1.0,0.5,0.1,0.0,4.3,0.0,,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3113,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,4.0,0.0,,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
3114,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12.25,0.0,0.0,0.0,1.5,1.25,0.0,80.55,3.5,0.0,,0.0,0.7000000000000001,0.0,0.0,0.15,0.0,0.0,0.0
3115,9.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.025,590.0,0.02,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3116,9.0,0.0,1.482,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,4.0,0.025,750.0,0.025,0.4,0.0,0.0,0.0,0.0,0.0,0.0
3117,2.0,0.0,1.4351,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,13.0,0.0,0.0,0.0,0.7000000000000001,0.5,0.0,0.0,4.7,0.0,,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
3118,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0.012,670.0,0.005,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3119,9.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.9,0.015,655.0,0.015,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,27.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,460.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3120,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.5,0.0,0.0,0.0,1.6,0.5,0.0,0.0,2.2,0.015,835.0,0.015,0.4,0.0,0.0,0.0,0.0,0.0,0.0
3121,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1.0,0.0,0.0,0.0,1.6,0.5,0.0,0.0,2.2,0.015,1060.0,0.015,0.4,0.0,0.0,0.0,0.0,0.0,0.0
3122,9.0,0.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,2.3,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.015,690.0,0.015,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3123,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15.0,0.0,66.2,0.0,16.0,0.5,0.0,0.0,1.2,0.0,,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0
3124,9.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,24.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,25.5,1.6,0.0,0.0,0.7000000000000001,3.8,0.25,0.0,8.9,0.015,620.0,0.01,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3125,10.0,0.0,1.4459,0.0,0.0,0.0,60.0,0.0,0.0,24.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,22.0,0.0,0.0,0.0,1.8,2.9,0.0,0.0,14.0,0.0,650.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3126,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,7.0,0.0,0.0,0.0,2.8,1.7000000000000002,0.0,0.0,0.25,0.0,,0.0,0.0,0.0,0.0,0.25,1.8,0.0,0.0
3127,2.0,0.0,1.5125000000000002,0.0,0.0,0.0,150.0,0.0,0.0,1.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.025,540.0,0.025,0.85,0.0,0.0,0.0,0.0,0.0,0.0
3128,2.0,0.0,1.4009,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,12.75,0.4,0.0,0.0,0.6000000000000001,0.75,0.0,0.0,0.6000000000000001,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3129,2.0,0.0,1.513,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.025,605.0,0.025,0.9,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,70.5,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,485.0,0.0,,,,,0.2,,0.30000000000000004,,,,1.2,,,,0.2,,,,1.0,,,,,,
3130,9.0,0.0,1.0496,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.025,570.0,0.025,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3131,2.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.45,0.0,0.0,1.4,0.0,0.0,0.0,0.85,0.0,570.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
3132,2.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.45,0.0,0.0,1.4,0.0,0.0,0.0,0.85,0.0,570.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
3133,2.0,0.0,1.7339,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.15,0.25,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,560.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3134,2.0,0.0,1.7339,0.0,200.0,0.0,80.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.15,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3135,2.0,0.0,1.7339,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.15,0.25,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,560.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3136,2.0,0.0,1.7384,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.55,0.30000000000000004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,520.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
3137,2.0,0.0,1.7384,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.55,0.30000000000000004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,550.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
3138,2.0,0.0,1.7373,0.0,720.0,0.0,47.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,5.7,0.0,0.0,0.0,0.5,0.6000000000000001,0.0,0.0,0.0,0.0,550.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
3139,3.0,0.0,1.4115,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,16.5,0.0,0.0,0.0,0.7000000000000001,1.15,0.0,0.0,0.15,0.0,,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,27.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,460.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3140,2.0,0.0,2.1367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,74.35,2.5,0.0,13.0,0.0,0.0,0.0,2.25,0.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3141,2.0,0.0,1.5425,0.0,620.0,0.0,180.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.15,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.15,0.0,580.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3142,1.0,0.0,1.5424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,1.1,0.5,0.0,0.0,0.15,0.0,,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3143,2.0,0.0,1.5424,0.0,620.0,0.0,180.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.15,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.15,0.0,580.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3144,2.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.9,0.007,560.0,0.017,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3145,2.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.9,0.007,560.0,0.017,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3146,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.4,0.015,630.0,0.015,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3147,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.4,0.015,630.0,0.015,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3148,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,1.1,0.0,0.0,0.0,3.5,0.01,620.0,0.01,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3149,2.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.2,0.30000000000000004,0.0,0.0,0.9,0.0,690.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,99.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,510.0,0.0,,,,,0.15,,0.30000000000000004,,,,1.25,0.08,,,0.2,0.035,,,0.9,,,,,,
3150,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.75,0.0,0.0,0.0,1.6,0.6000000000000001,0.0,0.0,2.4,0.0,1030.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
3151,3.0,0.0,1.4122,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,17.0,0.0,80.67,0.0,0.35000000000000003,1.0,0.0,0.0,0.30000000000000004,0.0,,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
3152,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.55,0.0,0.1,0.0,0.0,0.0,0.07
3153,2.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3155,2.0,0.0,1.5125000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.025,540.0,0.025,0.85,0.0,0.0,0.0,0.0,0.0,0.0
3156,2.0,0.0,1.5125000000000002,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.025,540.0,0.025,0.85,0.0,0.0,0.0,0.0,0.0,0.0
3157,2.0,0.0,1.513,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.025,560.0,0.025,0.9,0.0,0.0,0.0,0.0,0.0,0.0
3158,2.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1.75,0.55,0.0,0.0,0.9,0.0,740.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3159,2.0,0.0,1.513,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.025,560.0,0.025,0.9,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,27.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,460.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3160,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
